,firstname,lastname,party,amount,contributor,race
35,paulette,jordan,democrat,2803,Levi Strauss & Co,IDS1
36,paulette,jordan,democrat,2800,Muckleshoot Indian Tribe,IDS1
37,paulette,jordan,democrat,2800,Paloma Partners,IDS1
38,paulette,jordan,democrat,2800,McNally Law Firm,IDS1
39,paulette,jordan,democrat,2800,Nettles Consulting,IDS1
40,ray,j.,other,0,,IDS1
41,natalie,fleming,other,0,,IDS1
0,rand,paul,republican,148795,Club for Growth,KYS2
1,rand,paul,republican,143702,Senate Conservatives Fund,KYS2
2,rand,paul,republican,20300,Mason Capital Management,KYS2
3,rand,paul,republican,20300,G&J Pepsi-Cola Bottlers,KYS2
4,rand,paul,republican,17400,Needham Roofing,KYS2
5,rand,paul,republican,17000,Forcht Group of Kentucky,KYS2
6,rand,paul,republican,15922,Energy Transfer LP,KYS2
7,rand,paul,republican,14753,Walter Oil & Gas,KYS2
8,rand,paul,republican,14250,US Immigration Fund,KYS2
9,rand,paul,republican,14000,KKR & Co,KYS2
10,rand,paul,republican,12500,Amgen Inc,KYS2
11,rand,paul,republican,12200,Red Apple Group,KYS2
12,rand,paul,republican,12025,Frost Brown Todd LLC,KYS2
13,rand,paul,republican,12000,Charter Communications,KYS2
14,rand,paul,republican,12000,Associated Builders & Contractors,KYS2
15,rand,paul,republican,11700,Chartwell Hotels,KYS2
16,rand,paul,republican,11675,Humana Inc,KYS2
17,rand,paul,republican,11600,Hunt Companies,KYS2
18,rand,paul,republican,11600,Golden Age Farm,KYS2
19,rand,paul,republican,11600,Bobby Cox Companies,KYS2
20,charles,booker,democrat,29448,University of Louisville,KYS2
21,charles,booker,democrat,17400,"Gilder, Gagnon et al",KYS2
22,charles,booker,democrat,15201,"Jefferson County, KY Public Schools",KYS2
23,charles,booker,democrat,15140,Democracy Engine,KYS2
24,charles,booker,democrat,15065,Brown-Forman Corp,KYS2
25,charles,booker,democrat,15055,University of Kentucky,KYS2
26,charles,booker,democrat,13802,Humana Inc,KYS2
27,charles,booker,democrat,12020,University of Maryland,KYS2
28,charles,booker,democrat,11600,Bad Robot Productions,KYS2
29,charles,booker,democrat,10840,International Brotherhood of Electrical Workers,KYS2
30,charles,booker,democrat,10715,Frost Brown Todd Llc,KYS2
31,charles,booker,democrat,10050,Communications Workers of America,KYS2
32,charles,booker,democrat,10050,Teamsters Union                         ,KYS2
33,charles,booker,democrat,10000,Purpose PAC,KYS2
34,charles,booker,democrat,9800,Twitter,KYS2
35,charles,booker,democrat,8700,Kidz Club,KYS2
36,charles,booker,democrat,8370,Bellarmine University,KYS2
37,charles,booker,democrat,7500,Jobs Education & Families First,KYS2
38,charles,booker,democrat,7350,Community Foundation of Louisville,KYS2
39,charles,booker,democrat,6805,Norton Healthcare,KYS2
40,david,biery,other,0,,KYS2
41,billy,ray,other,0,,KYS2
42,lee,thomason,other,0,,KYS2
0,mark,kelly,democrat,245011,Democracy Engine,AZS1
1,mark,kelly,democrat,162838,University of California                ,AZS1
2,mark,kelly,democrat,110153,Alphabet Inc,AZS1
3,mark,kelly,democrat,101501,University of Arizona,AZS1
4,mark,kelly,democrat,94369,Arizona State University,AZS1
5,mark,kelly,democrat,69500,Microsoft Corp                          ,AZS1
6,mark,kelly,democrat,66909,Apple Inc,AZS1
7,mark,kelly,democrat,54688,J Street,AZS1
8,mark,kelly,democrat,51028,Walt Disney Co,AZS1
9,mark,kelly,democrat,50808,Amazon.com,AZS1
10,mark,kelly,democrat,49039,US Government,AZS1
11,mark,kelly,democrat,46643,Stanford University,AZS1
12,mark,kelly,democrat,43553,Raytheon Technologies,AZS1
13,mark,kelly,democrat,43201,Wilmerhale Llp,AZS1
14,mark,kelly,democrat,42000,Motley Rice LLC,AZS1
15,mark,kelly,democrat,40422,Intel Corp,AZS1
16,mark,kelly,democrat,40072,Harvard University,AZS1
17,mark,kelly,democrat,38642,Banner Health,AZS1
18,mark,kelly,democrat,38248,IBM Corp,AZS1
19,mark,kelly,democrat,35944,Yale University,AZS1
20,blake,masters,republican,84880,Thiel Capital,AZS1
21,blake,masters,republican,84740,Club for Growth,AZS1
22,blake,masters,republican,29000,Founders Fund,AZS1
23,blake,masters,republican,23200,Caplin Family Offices,AZS1
24,blake,masters,republican,23200,Thiel Macro LLC,AZS1
25,blake,masters,republican,23200,Rivendell Trust Co,AZS1
26,blake,masters,republican,20300,Amway/Alticor Inc,AZS1
27,blake,masters,republican,17400,Red Apple Group,AZS1
28,blake,masters,republican,17400,Tribe Capital,AZS1
29,blake,masters,republican,14500,Saulsbury Industries,AZS1
30,blake,masters,republican,14200,Alphabet Inc,AZS1
31,blake,masters,republican,11670,Thiel Foundation,AZS1
32,blake,masters,republican,11600,Valmore Gp,AZS1
33,blake,masters,republican,11600,Susquehanna International Group,AZS1
34,blake,masters,republican,11600,Stoked Earth LLC,AZS1
35,blake,masters,republican,11600,Scottsdale Physicians Group,AZS1
36,blake,masters,republican,11600,Snell & Wilmer,AZS1
37,blake,masters,republican,11600,Rifkind Patrick LLC,AZS1
38,blake,masters,republican,11600,Winklevoss Capital Management,AZS1
39,blake,masters,republican,11600,1confirmation,AZS1
40,marc,victor,other,23200,Sv Angel LLC,AZS1
41,marc,victor,other,5800,Mia Design,AZS1
42,marc,victor,other,5800,North Point Advisors,AZS1
43,marc,victor,other,5800,Pivotal Group,AZS1
44,marc,victor,other,5800,DRL Enterprises,AZS1
45,marc,victor,other,5800,A Capital,AZS1
46,marc,victor,other,5800,Able,AZS1
47,marc,victor,other,5800,Calendar Holdings,AZS1
48,marc,victor,other,5000,Defeat Republicans PAC,AZS1
49,marc,victor,other,5000,Defend the Vote,AZS1
50,marc,victor,other,5000,314 Action,AZS1
51,marc,victor,other,5000,Progressive Turnout Project,AZS1
52,marc,victor,other,5000,Save Democracy PAC,AZS1
53,marc,victor,other,2900,TQ Ventures,AZS1
54,marc,victor,other,2900,Zumiez Inc,AZS1
55,marc,victor,other,2900,Jana Partners,AZS1
0,sheldon,whitehouse,democrat,182361,League of Conservation Voters,RIS1
1,sheldon,whitehouse,democrat,75838,Democracy Engine,RIS1
2,sheldon,whitehouse,democrat,33475,Motley Rice LLC,RIS1
3,sheldon,whitehouse,democrat,33439,Wilmerhale Llp,RIS1
4,sheldon,whitehouse,democrat,25844,Brown University,RIS1
5,sheldon,whitehouse,democrat,23399,JStreetPAC,RIS1
6,sheldon,whitehouse,democrat,22300,"Kazan, McClain et al",RIS1
7,sheldon,whitehouse,democrat,20630,Ocean Champions,RIS1
8,sheldon,whitehouse,democrat,20000,Alkermes Inc,RIS1
9,sheldon,whitehouse,democrat,18900,"Kleiner, Perkins et al",RIS1
10,sheldon,whitehouse,democrat,18400,"Adler, Pollock & Sheehan",RIS1
11,sheldon,whitehouse,democrat,17900,Aloha Partners,RIS1
12,sheldon,whitehouse,democrat,16535,CVS Health,RIS1
13,sheldon,whitehouse,democrat,16200,DreamWorks SKG,RIS1
14,sheldon,whitehouse,democrat,16200,Korein Tillery Llc,RIS1
15,sheldon,whitehouse,democrat,16200,Technology Crossover Ventures,RIS1
16,sheldon,whitehouse,democrat,15800,DISH Network,RIS1
17,sheldon,whitehouse,democrat,15400,Greenberg Traurig LLP,RIS1
18,sheldon,whitehouse,democrat,15300,Larkspur Management,RIS1
19,sheldon,whitehouse,democrat,15300,National Grid USA,RIS1
20,bob,flanders,republican,20400,Nautic Partners,RIS1
21,bob,flanders,republican,13300,Belvoir Properties,RIS1
22,bob,flanders,republican,11300,John Rocchio,RIS1
23,bob,flanders,republican,11050,State of Rhode Island,RIS1
24,bob,flanders,republican,10800,Madison Dearborn Partners,RIS1
25,bob,flanders,republican,10800,Procaccianti Companies,RIS1
26,bob,flanders,republican,10800,Roch's Supermarket,RIS1
27,bob,flanders,republican,10800,"Town of East Greenwich, Ri",RIS1
28,bob,flanders,republican,9400,Fpp Holdings,RIS1
29,bob,flanders,republican,9200,United Parcel Service,RIS1
30,bob,flanders,republican,8550,CVS Health,RIS1
31,bob,flanders,republican,7000,US Dept of Justice,RIS1
32,bob,flanders,republican,6500,Parsons Capital Management,RIS1
33,bob,flanders,republican,6400,Procaccianti Group,RIS1
34,bob,flanders,republican,6250,Barrett & Co,RIS1
35,bob,flanders,republican,5400,Brazill Brothers & Assoc,RIS1
36,bob,flanders,republican,5400,Deutsche Bank AG,RIS1
37,bob,flanders,republican,5400,Diana Brazill Furnishings,RIS1
38,bob,flanders,republican,5400,EW Burman,RIS1
39,bob,flanders,republican,5400,Fox Knoll Farm Inc,RIS1
40,bob,flanders,republican,5400,Ginger Lily LLC,RIS1
41,bob,flanders,republican,5400,Holly Lorraine Smith & Co,RIS1
42,bob,flanders,republican,5400,Ira Green Inc,RIS1
43,bob,flanders,republican,5400,Kellen,RIS1
44,bob,flanders,republican,5400,Parsons Capital,RIS1
45,bob,flanders,republican,5400,Reminc,RIS1
46,bob,flanders,republican,5400,Rhode Island Novelty,RIS1
47,bob,flanders,republican,5400,Ronz Lures LLC,RIS1
48,bob,flanders,republican,5400,Sm Capital Management Co,RIS1
49,bob,flanders,republican,5400,University Otolaryngology,RIS1
50,bob,flanders,republican,5400,Weybosset Research & Management LLC,RIS1
51,raymond,t,other,0,,RIS1
0,mike,crapo,republican,94600,UnitedHealth Group,IDS2
1,mike,crapo,republican,80250,Apollo Global Management,IDS2
2,mike,crapo,republican,45000,Capital Group,IDS2
3,mike,crapo,republican,39300,BlackRock Inc,IDS2
4,mike,crapo,republican,37710,Pro-Israel America PAC,IDS2
5,mike,crapo,republican,36300,Blue Cross/Blue Shield,IDS2
6,mike,crapo,republican,32700,American Israel Public Affairs Cmte,IDS2
7,mike,crapo,republican,32400,Delta Air Lines,IDS2
8,mike,crapo,republican,29300,NorPAC,IDS2
9,mike,crapo,republican,25700,Blackstone Group,IDS2
10,mike,crapo,republican,24422,Energy Transfer LP,IDS2
11,mike,crapo,republican,21000,Illumina Inc,IDS2
12,mike,crapo,republican,19900,"Paul, Weiss et al",IDS2
13,mike,crapo,republican,16733,Station Casinos,IDS2
14,mike,crapo,republican,16500,DaVita Inc,IDS2
15,mike,crapo,republican,16200,"Brownstein, Hyatt et al",IDS2
16,mike,crapo,republican,15800,National Assn of Home Builders,IDS2
17,mike,crapo,republican,14800,"Tarplin, Downs & Young",IDS2
18,mike,crapo,republican,14753,Walter Oil & Gas,IDS2
19,mike,crapo,republican,14100,Hunt Companies,IDS2
20,scott,cleveland,other,2900,Ampac Advisors,IDS2
21,scott,cleveland,other,1000,Thathern,IDS2
22,david,roth,democrat,1608,Bonneville County Democratic Central Com,IDS2
23,david,roth,democrat,1500,Cdi,IDS2
24,david,roth,democrat,1225,Zoot Enterprises,IDS2
25,david,roth,democrat,1000,Cbre Group,IDS2
26,david,roth,democrat,1000,Alexander Inn Philadelphia,IDS2
27,carta,reale,other,0,,IDS2
0,ed,markey,democrat,128733,Democracy Engine,MAS2
1,ed,markey,democrat,107688,Harvard University,MAS2
2,ed,markey,democrat,64389,Apollo Global Management,MAS2
3,ed,markey,democrat,52712,Alphabet Inc,MAS2
4,ed,markey,democrat,51470,Commonwealth of Massachusetts,MAS2
5,ed,markey,democrat,41425,Blackstone Group,MAS2
6,ed,markey,democrat,39892,Boston University,MAS2
7,ed,markey,democrat,39472,WilmerHale LLP,MAS2
8,ed,markey,democrat,37022,Mass General Brigham,MAS2
9,ed,markey,democrat,33087,Massachusetts Institute of Technology,MAS2
10,ed,markey,democrat,28569,Tufts University,MAS2
11,ed,markey,democrat,27807,University of Massachusetts,MAS2
12,ed,markey,democrat,25000,Kabafusion,MAS2
13,ed,markey,democrat,24450,"Cotchett, Pitre & McCarthy",MAS2
14,ed,markey,democrat,22857,Walmart Inc,MAS2
15,ed,markey,democrat,22568,"Robbins, Geller et al                   ",MAS2
16,ed,markey,democrat,20620,Capital Group,MAS2
17,ed,markey,democrat,19864,Apple Inc,MAS2
18,ed,markey,democrat,19215,DISH Network,MAS2
19,ed,markey,democrat,18200,Power Rogers Llp,MAS2
20,kevin,o'connor,republican,13400,Chemgenes Corp,MAS2
21,kevin,o'connor,republican,11200,Sage Therapeutics,MAS2
22,kevin,o'connor,republican,11200,Mead Park Management,MAS2
23,kevin,o'connor,republican,10500,Agc Partners,MAS2
24,kevin,o'connor,republican,7800,Pet Industry,MAS2
25,kevin,o'connor,republican,7100,Payfactors,MAS2
26,kevin,o'connor,republican,6800,Ddj Capital Management,MAS2
27,kevin,o'connor,republican,6067,Hinckley Allen,MAS2
28,kevin,o'connor,republican,5750,1a Auto Inc,MAS2
29,kevin,o'connor,republican,5625,DDJ Capital,MAS2
30,kevin,o'connor,republican,5600,Chemgenes,MAS2
31,kevin,o'connor,republican,5600,Financial Finesse,MAS2
32,kevin,o'connor,republican,5600,Bluefish Capital,MAS2
33,kevin,o'connor,republican,5600,Bluefishcapital                                   ,MAS2
34,kevin,o'connor,republican,5600,Harbourvest,MAS2
35,kevin,o'connor,republican,5600,Jefferies LLC,MAS2
36,kevin,o'connor,republican,5600,Groton Salon,MAS2
37,kevin,o'connor,republican,5600,Meritage Wine Group,MAS2
38,kevin,o'connor,republican,5600,Pmc,MAS2
39,kevin,o'connor,republican,5600,Longroad Energy,MAS2
40,edward,james,other,1000,O'Leary Plumbing LLC,MAS2
41,frederick,mayock,other,0,,MAS2
42,andre,gray,other,0,,MAS2
43,david,michael,other,0,,MAS2
0,mitch,mcconnell,republican,163575,NorPAC,KYS1
1,mitch,mcconnell,republican,126800,Votesane PAC,KYS1
2,mitch,mcconnell,republican,109502,Blackstone Group,KYS1
3,mitch,mcconnell,republican,107600,United Parcel Service,KYS1
4,mitch,mcconnell,republican,88402,KKR & Co,KYS1
5,mitch,mcconnell,republican,72091,NextEra Energy,KYS1
6,mitch,mcconnell,republican,63600,Apollo Global Management,KYS1
7,mitch,mcconnell,republican,59250,Capital Group Companies,KYS1
8,mitch,mcconnell,republican,58383,Humana Inc,KYS1
9,mitch,mcconnell,republican,56295,AT&T Inc,KYS1
10,mitch,mcconnell,republican,54509,Blue Cross/Blue Shield,KYS1
11,mitch,mcconnell,republican,53388,CC Clark Inc,KYS1
12,mitch,mcconnell,republican,52204,GEO Group,KYS1
13,mitch,mcconnell,republican,48639,Eli Lilly & Co,KYS1
14,mitch,mcconnell,republican,46656,Raytheon Technologies,KYS1
15,mitch,mcconnell,republican,46617,American Airlines Group,KYS1
16,mitch,mcconnell,republican,43743,UnitedHealth Group,KYS1
17,mitch,mcconnell,republican,42320,Foley & Lardner,KYS1
18,mitch,mcconnell,republican,41938,MetLife Inc,KYS1
19,mitch,mcconnell,republican,41727,JPMorgan Chase & Co,KYS1
20,amy,mcgrath,democrat,282521,University of California                ,KYS1
21,amy,mcgrath,democrat,259295,Alphabet Inc,KYS1
22,amy,mcgrath,democrat,170311,Microsoft Corp,KYS1
23,amy,mcgrath,democrat,150563,US Government,KYS1
24,amy,mcgrath,democrat,141149,Apple Inc,KYS1
25,amy,mcgrath,democrat,132142,Amazon.com,KYS1
26,amy,mcgrath,democrat,123722,Kaiser Permanente,KYS1
27,amy,mcgrath,democrat,111136,AT&T Inc,KYS1
28,amy,mcgrath,democrat,100383,Walt Disney Co                          ,KYS1
29,amy,mcgrath,democrat,99743,Stanford University,KYS1
30,amy,mcgrath,democrat,93755,IBM Corp,KYS1
31,amy,mcgrath,democrat,93384,Harvard University,KYS1
32,amy,mcgrath,democrat,91482,Facebook Inc,KYS1
33,amy,mcgrath,democrat,89583,US Dept of Defense,KYS1
34,amy,mcgrath,democrat,84408,State of California,KYS1
35,amy,mcgrath,democrat,73860,"City of New York, NY",KYS1
36,amy,mcgrath,democrat,72805,Wells Fargo,KYS1
37,amy,mcgrath,democrat,71811,US Dept of Veterans Affairs,KYS1
38,amy,mcgrath,democrat,66601,Boeing Co,KYS1
39,amy,mcgrath,democrat,66207,Comcast Corp,KYS1
40,brad,barron,other,11200,Morning Star Co,KYS1
41,brad,barron,other,5600,3M Co,KYS1
42,brad,barron,other,5600,Small Ventures Usa,KYS1
43,brad,barron,other,5600,Nucor Corp,KYS1
44,brad,barron,other,4200,Berkshire Hathaway,KYS1
45,brad,barron,other,4050,Microsoft Corp,KYS1
46,brad,barron,other,2800,FedEx Corp,KYS1
47,brad,barron,other,2800,Gravity Diagnostics,KYS1
48,brad,barron,other,2800,Humana Inc,KYS1
49,brad,barron,other,2800,Chris Wiest Attorney at Law,KYS1
50,brad,barron,other,2800,Tmmk,KYS1
51,brad,barron,other,2000,"Elliot Scheirman Campaign, Dba",KYS1
52,brad,barron,other,1500,Hills,KYS1
53,brad,barron,other,1200,Diller Farm Works,KYS1
54,brad,barron,other,1000,Jana Partners,KYS1
55,brad,barron,other,1000,Keller Photography,KYS1
56,brad,barron,other,1000,Abaco,KYS1
57,brad,barron,other,1000,Kettering Physician Network,KYS1
58,alyssa,dara,other,0,,KYS1
59,derek,petteys,other,0,,KYS1
0,kyrsten,sinema,democrat,405588,Emily's List,AZS2
1,kyrsten,sinema,democrat,208004,Democracy Engine,AZS2
2,kyrsten,sinema,democrat,165650,Votesane PAC,AZS2
3,kyrsten,sinema,democrat,69011,Google Inc,AZS2
4,kyrsten,sinema,democrat,64350,"Paul, Weiss et al",AZS2
5,kyrsten,sinema,democrat,59038,Arizona State University,AZS2
6,kyrsten,sinema,democrat,53525,American Airlines,AZS2
7,kyrsten,sinema,democrat,50398,League of Conservation Voters,AZS2
8,kyrsten,sinema,democrat,49600,Crescent Capital Group,AZS2
9,kyrsten,sinema,democrat,48391,University of Arizona,AZS2
10,kyrsten,sinema,democrat,47425,Democratic Senatorial Campaign Cmte,AZS2
11,kyrsten,sinema,democrat,47425,Democratic Senatorial Campaign Cmte,AZS2
12,kyrsten,sinema,democrat,42815,Snell & Wilmer,AZS2
13,kyrsten,sinema,democrat,37050,Motley Rice LLC,AZS2
14,kyrsten,sinema,democrat,35046,Womencount PAC,AZS2
15,kyrsten,sinema,democrat,33650,Goldman Sachs,AZS2
16,kyrsten,sinema,democrat,29549,"Akin, Gump et al",AZS2
17,kyrsten,sinema,democrat,28650,American Express,AZS2
18,kyrsten,sinema,democrat,27346,"Wachtell, Lipton et al",AZS2
19,kyrsten,sinema,democrat,26650,DE Shaw & Co,AZS2
20,kyrsten,sinema,democrat,24406,Perkins Coie,AZS2
21,martha,mcsally,republican,48095,Raytheon Co,AZS2
22,martha,mcsally,republican,47400,National Republican Senatorial Cmte,AZS2
23,martha,mcsally,republican,44600,Freeport-McMoRan,AZS2
24,martha,mcsally,republican,40900,Elliott Management,AZS2
25,martha,mcsally,republican,34700,Blackstone Group,AZS2
26,martha,mcsally,republican,34700,Winning for Women,AZS2
27,martha,mcsally,republican,34100,Fulton Homes Corp,AZS2
28,martha,mcsally,republican,31466,Alliance Coal                                     ,AZS2
29,martha,mcsally,republican,31000,Chevron Corp,AZS2
30,martha,mcsally,republican,29300,Citizens for Prosperity in America Today,AZS2
31,martha,mcsally,republican,27500,Knight Transportation,AZS2
32,martha,mcsally,republican,25379,Republican Jewish Coalition,AZS2
33,martha,mcsally,republican,24325,Indigo Partners,AZS2
34,martha,mcsally,republican,24250,Fluor Corp,AZS2
35,martha,mcsally,republican,24100,Wells Fargo Advisors,AZS2
36,martha,mcsally,republican,23600,Goldman Sachs,AZS2
37,martha,mcsally,republican,22592,Caid Industries,AZS2
38,martha,mcsally,republican,21600,Alticor Inc,AZS2
39,martha,mcsally,republican,21600,JW Childs Assoc,AZS2
40,martha,mcsally,republican,21500,Kirkland & Ellis,AZS2
41,adam,kokesh,other,0,,AZS2
0,jack,reed,democrat,54800,Lockheed Martin,RIS2
1,jack,reed,democrat,44625,L3Harris Technologies,RIS2
2,jack,reed,democrat,29525,General Dynamics,RIS2
3,jack,reed,democrat,23491,Walt Disney Co                          ,RIS2
4,jack,reed,democrat,22650,General Atomics,RIS2
5,jack,reed,democrat,20000,Century 21 Department Stores,RIS2
6,jack,reed,democrat,17500,Service Employees International Union,RIS2
7,jack,reed,democrat,16600,Comcast Corp,RIS2
8,jack,reed,democrat,16400,Greenberg Traurig LLP,RIS2
9,jack,reed,democrat,14000,"Kramer, Levin et al",RIS2
10,jack,reed,democrat,13600,AFLAC Inc,RIS2
11,jack,reed,democrat,12500,International Assn of Fire Fighters,RIS2
12,jack,reed,democrat,12000,CVS Health,RIS2
13,jack,reed,democrat,11500,Leidos Inc,RIS2
14,jack,reed,democrat,11200,Democracy Engine,RIS2
15,jack,reed,democrat,11200,Lyft Inc,RIS2
16,jack,reed,democrat,11000,Innovative Defense Technologies,RIS2
17,jack,reed,democrat,10900,Apollo Global Management,RIS2
18,jack,reed,democrat,10800,Bluestem Asset Management,RIS2
19,jack,reed,democrat,10710,Raytheon Technologies,RIS2
20,allen,waters,republican,2800,Midland Energy,RIS2
0,mazie,k,democrat,52830,EMILY's List,HIS2
1,mazie,k,democrat,41050,"Kobayashi, Sugita & Goda",HIS2
2,mazie,k,democrat,34446,Matson Inc,HIS2
3,mazie,k,democrat,27900,Alexander & Baldwin,HIS2
4,mazie,k,democrat,22100,RM Towill Corp,HIS2
5,mazie,k,democrat,21300,Pop Fishing & Marine,HIS2
6,mazie,k,democrat,20800,Nan Inc,HIS2
7,mazie,k,democrat,20650,Alston & Bird,HIS2
8,mazie,k,democrat,20000,Intellectual Ventures LLC,HIS2
9,mazie,k,democrat,18400,Comcast Corp,HIS2
10,mazie,k,democrat,17584,State of Hawaii,HIS2
11,mazie,k,democrat,17255,University of Hawaii,HIS2
12,mazie,k,democrat,17200,Cooney & Conway,HIS2
13,mazie,k,democrat,15100,Carlsmith Ball LLP,HIS2
14,mazie,k,democrat,15000,Service Employees International Union,HIS2
15,mazie,k,democrat,14374,League of Conservation Voters,HIS2
16,mazie,k,democrat,13300,Davis Levin Livingston,HIS2
17,mazie,k,democrat,13000,NCTA The Internet & Television Assn,HIS2
18,mazie,k,democrat,12950,Hawaii Medical Service Assn,HIS2
19,mazie,k,democrat,12950,Strategies 360,HIS2
20,ron,curtis,republican,0,,HIS2
0,philip,bredesen,democrat,103506,Vanderbilt University,TNS1
1,philip,bredesen,democrat,89763,Democracy Engine,TNS1
2,philip,bredesen,democrat,63419,"Bass, Berry & Sims",TNS1
3,philip,bredesen,democrat,61803,Vanderbilt University Medical Center,TNS1
4,philip,bredesen,democrat,60350,"Paul, Weiss et al",TNS1
5,philip,bredesen,democrat,58803,State of Tennessee,TNS1
6,philip,bredesen,democrat,47332,HCA Inc,TNS1
7,philip,bredesen,democrat,46591,Google Inc,TNS1
8,philip,bredesen,democrat,38680,"Bradley, Arant et al",TNS1
9,philip,bredesen,democrat,33550,"Waller, Lansden et al                   ",TNS1
10,philip,bredesen,democrat,28950,Motley Rice LLC,TNS1
11,philip,bredesen,democrat,27400,Goldman Sachs,TNS1
12,philip,bredesen,democrat,24300,Bain Capital,TNS1
13,philip,bredesen,democrat,22767,League of Conservation Voters,TNS1
14,philip,bredesen,democrat,21600,Lightyear Capital,TNS1
15,philip,bredesen,democrat,18950,Renaissance Technologies,TNS1
16,philip,bredesen,democrat,18900,Adams & Reese,TNS1
17,philip,bredesen,democrat,18750,Silicon Ranch,TNS1
18,philip,bredesen,democrat,18413,Apple Inc,TNS1
19,philip,bredesen,democrat,18160,"Baker, Donelson et al",TNS1
20,marsha,blackburn,republican,282892,Senate Conservatives Fund,TNS1
21,marsha,blackburn,republican,218704,Club for Growth,TNS1
22,marsha,blackburn,republican,56150,CoreCivic Inc,TNS1
23,marsha,blackburn,republican,47400,National Republican Senatorial Cmte,TNS1
24,marsha,blackburn,republican,40825,FedEx Corp,TNS1
25,marsha,blackburn,republican,39700,HCA Inc,TNS1
26,marsha,blackburn,republican,30500,Duke Energy,TNS1
27,marsha,blackburn,republican,30450,Comcast Corp,TNS1
28,marsha,blackburn,republican,30000,DISH Network,TNS1
29,marsha,blackburn,republican,29300,Blackstone Group,TNS1
30,marsha,blackburn,republican,28350,AT&T Inc,TNS1
31,marsha,blackburn,republican,28210,State of Tennessee,TNS1
32,marsha,blackburn,republican,27700,Tom James Co,TNS1
33,marsha,blackburn,republican,27600,CenturyLink,TNS1
34,marsha,blackburn,republican,27250,Jackson National Life Insurance,TNS1
35,marsha,blackburn,republican,27000,Fitzgerald Glider Kits,TNS1
36,marsha,blackburn,republican,26200,Quicken Loans,TNS1
37,marsha,blackburn,republican,24800,Southwestern Co,TNS1
38,marsha,blackburn,republican,24300,Healthmark Ventures,TNS1
39,marsha,blackburn,republican,24100,Powell Companies,TNS1
40,trudy,a,other,0,,TNS1
41,john,carico,other,0,,TNS1
42,dean,hill,other,0,,TNS1
43,kevin,mccants,other,0,,TNS1
44,kris,l,other,0,,TNS1
0,robert,menendez,democrat,248889,NorPAC,NJS1
1,robert,menendez,democrat,86362,Lowenstein Sandler LLP,NJS1
2,robert,menendez,democrat,65700,Federated Investors Inc,NJS1
3,robert,menendez,democrat,51950,Gibbons PC,NJS1
4,robert,menendez,democrat,51305,Greenberg Traurig LLP,NJS1
5,robert,menendez,democrat,51200,Panepinto Properties,NJS1
6,robert,menendez,democrat,50750,"Paul, Weiss et al",NJS1
7,robert,menendez,democrat,49875,Prudential Financial,NJS1
8,robert,menendez,democrat,48485,Goldman Sachs,NJS1
9,robert,menendez,democrat,40000,Motley Rice LLC,NJS1
10,robert,menendez,democrat,38200,Mack-Cali Realty,NJS1
11,robert,menendez,democrat,35100,"Pachulski, Stang et al",NJS1
12,robert,menendez,democrat,34900,IDT Corp,NJS1
13,robert,menendez,democrat,32500,Inserra Supermarkets,NJS1
14,robert,menendez,democrat,30650,"Carella, Byrne et al",NJS1
15,robert,menendez,democrat,30250,"Brownstein, Hyatt et al",NJS1
16,robert,menendez,democrat,27205,Comcast Corp,NJS1
17,robert,menendez,democrat,27200,Tom James Co,NJS1
18,robert,menendez,democrat,27100,"Akin, Gump et al",NJS1
19,robert,menendez,democrat,27000,Leon Medical Centers                              ,NJS1
20,bob,hugin,republican,54900,JPMorgan Chase & Co,NJS1
21,bob,hugin,republican,48598,Crown Acquisitions,NJS1
22,bob,hugin,republican,47400,National Republican Senatorial Cmte,NJS1
23,bob,hugin,republican,44575,Atlantic Health System,NJS1
24,bob,hugin,republican,44375,Celgene Corp,NJS1
25,bob,hugin,republican,32400,Hunter Engineering,NJS1
26,bob,hugin,republican,30900,Celularity Inc,NJS1
27,bob,hugin,republican,29200,Alexandria Real Estate Equities,NJS1
28,bob,hugin,republican,24600,Thompson Street Capital Partners,NJS1
29,bob,hugin,republican,23600,JW Childs Assoc,NJS1
30,bob,hugin,republican,21925,Citigroup Inc,NJS1
31,bob,hugin,republican,21700,Morgan Stanley,NJS1
32,bob,hugin,republican,21600,CR Bard Inc,NJS1
33,bob,hugin,republican,21600,Midtown Equities,NJS1
34,bob,hugin,republican,20200,Edgewood Management,NJS1
35,bob,hugin,republican,16200,Cavalry Asset Management,NJS1
36,bob,hugin,republican,15800,Arsenal Capital Partners,NJS1
37,bob,hugin,republican,15000,J Fletcher Creamer & Son,NJS1
38,bob,hugin,republican,14400,Braha Industries,NJS1
39,bob,hugin,republican,13500,Firefly Group,NJS1
40,bob,hugin,republican,13500,New Vernon Capital,NJS1
41,murray,sabrin,other,2700,Allure Plastic Surgery,NJS1
42,murray,sabrin,other,2700,Myron Corp,NJS1
43,murray,sabrin,other,1180,Westwood Oph Assoc,NJS1
44,murray,sabrin,other,1000,Brown Exc Assoc,NJS1
45,tricia,flanagan,other,2700,Shrinivas Elliott & Eday Llp Cpas,NJS1
46,madelyn,hoffman,other,0,,NJS1
47,hank,schroeder,other,0,,NJS1
48,usman,ghumman,other,0,,NJS1
49,natalie,lynn,other,0,,NJS1
50,kevin,kimple,other,0,,NJS1
0,dianne,feinstein,democrat,108450,EMILY's List,CAS2
